Pokemon,Dex_Number,Move_Count,All_Moves
Zeraora,807,46,Aerial Ace; Agility; Blaze Kick; Brick Break; Brutal Swing; Bulk Up; Calm Mind; Charge; Close Combat; Comet Punch; Discharge; Drain Punch; Dynamic Punch; Electroweb; Endure; Facade; Fake Out; False Swipe; Fire Punch; Focus Blast; Giga Impact; Hyper Beam; Iron Tail; Low Sweep; Outrage; Pay Day; Plasma Fists; Play Rough; Power-Up Punch; Protect; Quick Attack; Razor Wind; Slash; Snarl; Spark; Substitute; Swift; Taunt; Thunder; Thunder Punch; Thunder Wave; Thunderbolt; Vacuum Wave; Volt Switch; Wild Charge; Work Up
Gholdengo,1000,52,Astonish; Charge Beam; Comet Punch; Confuse Ray; Dazzling Gleam; Electro Ball; Endure; Facade; Flash Cannon; Fling; Focus Blast; Focus Punch; Giga Impact; Heavy Slam; Hex; Hyper Beam; Iron Head; Light Screen; Low Kick; Low Sweep; Magnet Bomb; Make It Rain; Memento; Metal Sound; Metronome; Nasty Plot; Night Shade; Ominous Wind; Poltergeist; Power Gem; Protect; Psychic; Psyshock; Recover; Reflect; Rest; Sandstorm; Shadow Ball; Shadow Punch; Sleep Talk; Steel Beam; Substitute; Surf; Tackle; Take Down; Tera Blast; Thief; Thunder; Thunder Punch; Thunder Wave; Thunderbolt; Trick
Pyroar,668,55,Acrobatics; Body Slam; Bulldoze; Burning Jealousy; Crunch; Dark Pulse; Dig; Double-Edge; Earth Power; Echoed Voice; Ember; Endeavor; Endure; Entrainment; Facade; Fire Blast; Fire Fang; Fire Spin; Flame Charge; Flamethrower; Flare Blitz; Giga Impact; Headbutt; Heat Wave; Helping Hand; Hyper Beam; Hyper Voice; Incinerate; Leer; Mud-Slap; Noble Roar; Overheat; Protect; Psychic Fangs; Rain Dance; Rest; Roar; Sleep Talk; Snarl; Solar Beam; Substitute; Sunny Day; Swift; Tackle; Take Down; Taunt; Temper Flare; Tera Blast; Thief; Thunder Fang; Trailblaze; Wild Charge; Will-O-Wisp; Work Up; Yawn
Malamar,687,79,Acupressure; Aerial Ace; Baton Pass; Bulk Up; Calm Mind; Circle Throw; Close Combat; Comet Punch; Dark Pulse; Destiny Bond; Disable; Double Hit; Double Team; Endure; Expanding Force; Facade; Fake Tears; Flamethrower; Fling; Foul Play; Future Sight; Giga Impact; Gravity; Headbutt; Heal Block; Helping Hand; Hyper Beam; Hypnosis; Knock Off; Lash Out; Light Screen; Liquidation; Lunge; Mimic; Nasty Plot; Night Slash; Octolock; Payback; Peck; Pluck; Poison Jab; Protect; Psybeam; Psych Up; Psychic; Psychic Noise; Psycho Cut; Psyshock; Rain Dance; Reflect; Rest; Reversal; Rock Slide; Scary Face; Skill Swap; Slash; Sleep Talk; Spite; Stealth Rock; Stored Power; Substitute; Sunny Day; Superpower; Swagger; Swift; Switcheroo; Tackle; Taunt; Tera Blast; Thief; Throat Chop; Thunderbolt; Topsy-Turvy; Torment; Trailblaze; Trick; Trick Room; Wrap; Zen Headbutt
Feraligatr,160,90,Aerial Ace; Agility; Ancient Power; Aqua Jet; Aqua Tail; Avalanche; Bite; Blizzard; Block; Body Slam; Breaking Swipe; Brick Break; Bubble Beam; Bulldoze; Chilling Water; Counter; Crunch; Curse; Dig; Double Team; Double-Edge; Dragon Claw; Dragon Dance; Dragon Tail; Earthquake; Endeavor; Endure; Facade; Fake Tears; Flail; Flatter; Fling; Flip Turn; Focus Blast; Focus Punch; Giga Impact; Helping Hand; Hydro Cannon; Hydro Pump; Hyper Beam; Ice Beam; Ice Fang; Ice Punch; Icicle Spear; Icy Wind; Lash Out; Leer; Liquidation; Low Kick; Metal Claw; Mud-Slap; Muddy Water; Outrage; Protect; Psychic Fangs; Rain Dance; Razor Wind; Rest; Roar; Rock Slide; Rock Smash; Rock Tomb; Scald; Scale Shot; Scary Face; Scratch; Screech; Shadow Claw; Slash; Sleep Talk; Snarl; Spite; Stomping Tantrum; Substitute; Superpower; Surf; Swords Dance; Tackle; Take Down; Tera Blast; Thief; Thrash; Trailblaze; Uproar; Water Gun; Water Pledge; Water Pulse; Waterfall; Whirlpool; Work Up
Crobat,169,50,Absorb; Acid Spray; Aerial Ace; Agility; Air Slash; Bite; Brave Bird; Confuse Ray; Crunch; Curse; Dark Pulse; Double Hit; Double Team; Dual Wingbeat; Endure; Facade; Fly; Giga Drain; Giga Impact; Gust; Haze; Heat Wave; Hurricane; Hyper Beam; Hypnosis; Knock Off; Leech Life; Nasty Plot; Night Slash; Ominous Wind; Poison Fang; Protect; Psychic Fangs; Quick Attack; Razor Wind; Screech; Shadow Ball; Sky Attack; Sludge Bomb; Substitute; Supersonic; Swagger; Swift; Taunt; Toxic; U-turn; Whirlwind; Wing Attack; X-Scissor; Zen Headbutt
Porygon2,233,60,Agility; Blizzard; Charge; Charge Beam; Confuse Ray; Conversion; Conversion 2; Defense Curl; Discharge; Double-Edge; Double-edge; Eerie Impulse; Electroweb; Endure; Facade; Flash Cannon; Foul Play; Giga Impact; Gravity; Headbutt; Heal Block; Hyper Beam; Ice Beam; Icy Wind; Iron Tail; Lock-On; Magnet Bomb; Magnet Rise; Metal Sound; Protect; Psybeam; Psychic; Psyshock; Rain Dance; Recover; Recycle; Reflect; Rest; Self-Destruct; Shadow Ball; Skull Bash; Sleep Talk; Solar Beam; Substitute; Sunny Day; Swift; Tackle; Take Down; Tera Blast; Thief; Thunder; Thunder Shock; Thunder Wave; Thunderbolt; Tri Attack; Trick; Trick Room; Volt Switch; Zap Cannon; Zen Headbutt
Staraptor,398,60,Acrobatics; Aerial Ace; Agility; Air Cutter; Air Slash; Astonish; Blaze Kick; Brave Bird; Brick Break; Bulk Up; Close Combat; Double Team; Double-Edge; Dual Wingbeat; Endeavor; Endure; Facade; Feather Dance; Final Gambit; Fly; Focus Blast; Fury Attack; Giga Impact; Growl; Gust; Heat Wave; Helping Hand; Hurricane; Hyper Beam; Knock Off; Low Sweep; Ominous Wind; Outrage; Peck; Protect; Quick Attack; Rain Dance; Razor Wind; Rest; Sand Attack; Skull Bash; Sky Attack; Sleep Talk; Struggle Bug; Substitute; Sunny Day; Swagger; Swift; Tackle; Tailwind; Take Down; Tera Blast; Thief; Torment; U-turn; Uproar; Vacuum Wave; Whirlwind; Wing Attack; Work Up
Porygon-Z,474,63,Agility; Blizzard; Charge; Charge Beam; Confuse Ray; Conversion; Conversion 2; Dark Pulse; Defense Curl; Discharge; Double-Edge; Eerie Impulse; Electroweb; Endure; Facade; Flash Cannon; Foul Play; Giga Impact; Gravity; Headbutt; Heal Block; Hyper Beam; Ice Beam; Icy Wind; Iron Tail; Lock-On; Magnet Bomb; Magnet Rise; Metal Sound; Nasty Plot; Ominous Wind; Protect; Psybeam; Psychic; Psyshock; Rain Dance; Recover; Recycle; Reflect; Rest; Self-Destruct; Shadow Ball; Skull Bash; Sleep Talk; Solar Beam; Substitute; Sunny Day; Swift; Tackle; Take Down; Tera Blast; Thief; Thunder; Thunder Shock; Thunder Wave; Thunderbolt; Tri Attack; Trick; Trick Room; Uproar; Volt Switch; Zap Cannon; Zen Headbutt
Eelektross,604,78,Acid; Acid Spray; Acrobatics; Bind; Body Press; Body Slam; Brick Break; Bulk Up; Bulldoze; Charge; Charge Beam; Close Combat; Coil; Comet Punch; Confuse Ray; Crunch; Crush Claw; Discharge; Dragon Claw; Dragon Pulse; Dragon Tail; Drain Punch; Eerie Impulse; Electric Terrain; Electro Ball; Electroweb; Endure; Facade; Fire Punch; Flamethrower; Flash Cannon; Focus Punch; Gastro Acid; Giga Drain; Giga Impact; Grass Knot; Headbutt; Heavy Slam; Hex; Hyper Beam; Knock Off; Light Screen; Liquidation; Lunge; Muddy Water; Outrage; Poison Fang; Protect; Psychic Fangs; Rain Dance; Rest; Rock Slide; Rock Tomb; Scary Face; Sleep Talk; Spark; Stomping Tantrum; Substitute; Sunny Day; Super Fang; Supercell Slam; Swift; Tackle; Take Down; Tera Blast; Thrash; Throat Chop; Thunder; Thunder Fang; Thunder Punch; Thunder Wave; Thunderbolt; U-turn; Volt Switch; Waterfall; Wild Charge; Zap Cannon; Zen Headbutt
Diggersby,660,44,Agility; Body Slam; Bounce; Brick Break; Brutal Swing; Bulk Up; Bulldoze; Circle Throw; Comet Punch; Dig; Drain Punch; Earth Power; Earthquake; Endure; Facade; Fire Punch; Fissure; Giga Impact; Gunk Shot; Headbutt; Hyper Beam; Ice Punch; Iron Head; Leer; Mud Shot; Protect; Quick Attack; Rock Slide; Rock Smash; Rock Tomb; Scorching Sands; Skull Bash; Sludge Bomb; Spikes; Stone Edge; Substitute; Super Fang; Surf; Swords Dance; Tackle; Take Down; Thunder Punch; U-turn; Wild Charge
Trevenant,709,78,Ally Switch; Astonish; Branch Poke; Bulldoze; Burning Jealousy; Calm Mind; Confuse Ray; Curse; Dark Pulse; Destiny Bond; Dig; Disable; Drain Punch; Dream Eater; Earthquake; Endure; Energy Ball; Facade; Focus Blast; Forest's Curse; Foul Play; Giga Drain; Giga Impact; Grass Knot; Grassy Glide; Grassy Terrain; Growth; Haze; Heal Block; Hex; Horn Leech; Hyper Beam; Imprison; Ingrain; Knock Off; Lash Out; Leaf Storm; Leech Seed; Magical Leaf; Night Shade; Pain Split; Phantom Force; Poison Jab; Poltergeist; Protect; Psych Up; Psychic; Psychic Noise; Rain Dance; Reflect; Rest; Rock Slide; Safeguard; Scary Face; Seed Bomb; Shadow Ball; Shadow Claw; Shadow Punch; Skill Swap; Skitter Smack; Sleep Talk; Solar Beam; Spite; Substitute; Sucker Punch; Sunny Day; Swagger; Tackle; Take Down; Tera Blast; Thief; Toxic; Trailblaze; Trick; Trick Room; Will-O-Wisp; Wood Hammer; X-Scissor
Noivern,715,72,Absorb; Acrobatics; Aerial Ace; Agility; Air Cutter; Air Slash; Bite; Body Slam; Boomburst; Breaking Swipe; Brick Break; Dark Pulse; Defog; Double Team; Double-Edge; Draco Meteor; Dragon Cheer; Dragon Claw; Dragon Dance; Dragon Pulse; Dragon Rush; Dragon Tail; Dual Wingbeat; Endure; Facade; Flamethrower; Fly; Focus Blast; Giga Impact; Gust; Heat Wave; Hurricane; Hyper Beam; Hyper Voice; Iron Tail; Leech Life; Moonlight; Outrage; Protect; Psychic; Psychic Noise; Razor Wind; Rest; Roost; Scale Shot; Scary Face; Screech; Shadow Ball; Shadow Claw; Sky Attack; Sleep Talk; Solar Beam; Substitute; Sunny Day; Super Fang; Supersonic; Swift; Switcheroo; Tackle; Tailwind; Take Down; Taunt; Tera Blast; Thief; Torment; U-turn; Uproar; Water Pulse; Whirlwind; Wild Charge; Wing Attack; X-Scissor
Palossand,770,66,Absorb; Amnesia; Ancient Power; Astonish; Body Slam; Bulldoze; Chilling Water; Confuse Ray; Curse; Dark Pulse; Destiny Bond; Earth Power; Earthquake; Endure; Energy Ball; Facade; Fake Out; Fissure; Flash Cannon; Fling; Giga Drain; Giga Impact; Gravity; Harden; Hex; Hyper Beam; Hypnosis; Imprison; Infestation; Iron Defense; Mega Drain; Mud Shot; Mud-Slap; Nasty Plot; Night Shade; Ominous Wind; Pain Split; Poltergeist; Power Gem; Protect; Psychic; Rain Dance; Rest; Rock Slide; Rock Tomb; Sand Attack; Sand Tomb; Sandstorm; Scary Face; Scorching Sands; Shadow Ball; Shore Up; Skill Swap; Sleep Talk; Sludge Bomb; Spit Up; Spite; Stealth Rock; Stockpile; Stone Edge; Substitute; Sunny Day; Swallow; Tera Blast; Torment; Trick
Overqwil,904,74,Acid Spray; Acupressure; Agility; Aqua Jet; Aqua Tail; Astonish; Barb Barrage; Bite; Blizzard; Brine; Bubble Beam; Chilling Water; Crunch; Curse; Dark Pulse; Destiny Bond; Double-Edge; Endure; Facade; Fell Stinger; Flail; Giga Impact; Gunk Shot; Gyro Ball; Harden; Haze; Hex; Hydro Pump; Hyper Beam; Ice Beam; Icy Wind; Lash Out; Liquidation; Minimize; Mortal Spin; Mud Shot; Pain Split; Pin Missile; Poison Jab; Poison Sting; Poison Tail; Protect; Rain Dance; Rest; Reversal; Scale Shot; Scary Face; Self-Destruct; Shadow Ball; Sleep Talk; Sludge Bomb; Sludge Wave; Smart Strike; Spikes; Spit Up; Spite; Stockpile; Substitute; Supersonic; Surf; Swift; Swords Dance; Tackle; Take Down; Taunt; Tera Blast; Throat Chop; Thunder Wave; Toxic; Toxic Spikes; Venoshock; Water Gun; Water Pulse; Waterfall
Armarouge,936,65,Acid Spray; Ally Switch; Armor Cannon; Astonish; Aura Sphere; Calm Mind; Celebrate; Clear Smog; Confuse Ray; Dark Pulse; Destiny Bond; Disable; Dragon Pulse; Ember; Endure; Energy Ball; Expanding Force; Facade; Fire Blast; Fire Spin; Flame Charge; Flamethrower; Flare Blitz; Flash Cannon; Fling; Focus Blast; Future Sight; Heat Wave; Helping Hand; Hyper Beam; Incinerate; Iron Defense; Lava Plume; Leer; Light Screen; Meteor Beam; Mystical Fire; Night Shade; Ominous Wind; Overheat; Protect; Psybeam; Psych Up; Psychic; Psychic Terrain; Psyshock; Reflect; Rest; Scorching Sands; Shadow Ball; Sleep Talk; Smokescreen; Solar Beam; Spite; Stored Power; Substitute; Sunny Day; Take Down; Taunt; Tera Blast; Trick; Trick Room; Weather Ball; Wide Guard; Will-O-Wisp
Tinkaton,959,60,Astonish; Baby-Doll Eyes; Brick Break; Brutal Swing; Bulk Up; Bulldoze; Covet; Draining Kiss; Encore; Endeavor; Endure; Facade; Fairy Wind; Fake Out; Fake Tears; False Swipe; Feint; Flash Cannon; Flatter; Fling; Foul Play; Gigaton Hammer; Hard Press; Heavy Slam; Helping Hand; Hyper Beam; Ice Hammer; Knock Off; Light Screen; Metal Claw; Metal Sound; Metronome; Play Rough; Pounce; Power-Up Punch; Protect; Quash; Reflect; Rest; Rock Slide; Rock Smash; Rock Throw; Rock Tomb; Screech; Skill Swap; Skitter Smack; Slam; Sleep Talk; Smack Down; Stealth Rock; Steel Beam; Stone Edge; Substitute; Sweet Kiss; Swords Dance; Tackle; Tera Blast; Thief; Thunder Wave; Wood Hammer
Pidgeot,018,30,Aerial Ace; Agility; Air Slash; Brave Bird; Double Team; Dual Wingbeat; Endure; Facade; Feather Dance; Fly; Giga Impact; Growl; Gust; Headbutt; Heat Wave; Hurricane; Hyper Beam; Ominous Wind; Protect; Quick Attack; Razor Wind; Reflect; Sky Attack; Substitute; Tackle; Twister; U-turn; Whirlwind; Wing Attack; Work Up
Glimmora,970,50,Acid Armor; Acid Spray; Ancient Power; Confuse Ray; Dazzling Gleam; Earth Power; Endure; Energy Ball; Explosion; Facade; Flash Cannon; Giga Impact; Gunk Shot; Harden; Hyper Beam; Iron Defense; Light Screen; Magnet Bomb; Memento; Meteor Beam; Mortal Spin; Mud Shot; Power Gem; Protect; Rain Dance; Reflect; Rest; Rock Blast; Rock Polish; Rock Slide; Rock Throw; Rock Tomb; Sand Tomb; Sandstorm; Self-Destruct; Sleep Talk; Sludge Bomb; Sludge Wave; Smack Down; Solar Beam; Spikes; Spiky Shield; Stealth Rock; Stone Edge; Substitute; Sunny Day; Tera Blast; Toxic; Toxic Spikes; Venoshock
Slurpuff,685,33,Amnesia; Calm Mind; Charm; Cotton Guard; Dazzling Gleam; Drain Punch; Draining Kiss; Dream Eater; Endure; Energy Ball; Facade; Fairy Wind; Fake Tears; Flamethrower; Giga Impact; Hyper Beam; Light Screen; Metronome; Ominous Wind; Play Rough; Protect; Psychic; Safeguard; Self-Destruct; Silver Wind; Sticky Web; String Shot; Substitute; Surf; Swords Dance; Tackle; Thunderbolt; Wish
Tyrantrum,697,46,Ancient Power; Bite; Body Slam; Breaking Swipe; Brick Break; Bulldoze; Charm; Close Combat; Crunch; Dark Pulse; Dig; Draco Meteor; Dragon Claw; Dragon Pulse; Earth Power; Earthquake; Endure; Facade; Fire Fang; Giga Impact; Head Smash; Hyper Beam; Hyper Voice; Ice Fang; Iron Defense; Iron Head; Iron Tail; Meteor Beam; Outrage; Play Rough; Poison Fang; Protect; Psychic Fangs; Roar; Rock Blast; Rock Slide; Rock Throw; Rock Tomb; Scale Shot; Stealth Rock; Stone Edge; Substitute; Tackle; Tail Whip; Thunder Fang; Zen Headbutt
Squawkabilly,931,56,Aerial Ace; Air Cutter; Air Slash; Brave Bird; Bulk Up; Copycat; Double-Edge; Dual Wingbeat; Endeavor; Endure; Facade; Fake Tears; Feather Dance; Final Gambit; Flatter; Fly; Foul Play; Fury Attack; Giga Impact; Growl; Headbutt; Heat Wave; Helping Hand; Hurricane; Hyper Beam; Hyper Voice; Iron Head; Knock Off; Lash Out; Lunge; Mimic; Parting Shot; Peck; Pounce; Protect; Quick Attack; Rest; Reversal; Roost; Scary Face; Seed Bomb; Skull Bash; Sky Attack; Sleep Talk; Substitute; Sunny Day; Swagger; Tailwind; Take Down; Taunt; Tera Blast; Thief; Torment; U-turn; Uproar; Work Up
Flamigo,973,62,Acrobatics; Aerial Ace; Agility; Air Cutter; Air Slash; Brave Bird; Brick Break; Brutal Swing; Bulk Up; Chilling Water; Close Combat; Copycat; Detect; Double Kick; Double Team; Dual Wingbeat; Endeavor; Endure; Facade; Feather Dance; Feint; Fling; Fly; Focus Energy; Giga Impact; Hurricane; Hyper Beam; Knock Off; Liquidation; Low Kick; Low Sweep; Lunge; Mega Kick; Mimic; Payback; Peck; Pounce; Protect; Psych Up; Quick Guard; Rest; Reversal; Rock Smash; Roost; Sky Attack; Sleep Talk; Substitute; Swords Dance; Tailwind; Take Down; Taunt; Tera Blast; Thief; Throat Chop; Triple Axel; U-turn; Upper Hand; Water Pulse; Waterfall; Whirlwind; Wide Guard; Wing Attack
Venusaur,003,65,Acid Spray; Amnesia; Body Slam; Bulldoze; Bullet Seed; Charm; Curse; Double-Edge; Earth Power; Earthquake; Endure; Energy Ball; Facade; False Swipe; Frenzy Plant; Giga Drain; Giga Impact; Grass Knot; Grass Pledge; Grassy Glide; Grassy Terrain; Growl; Growth; Helping Hand; Hyper Beam; Ingrain; Knock Off; Leaf Storm; Leech Seed; Light Screen; Magical Leaf; Outrage; Petal Blizzard; Petal Dance; Poison Jab; Poison Powder; Power Whip; Protect; Razor Leaf; Rest; Roar; Safeguard; Scary Face; Seed Bomb; Sleep Powder; Sleep Talk; Sludge Bomb; Sludge Wave; Solar Beam; Stomping Tantrum; Substitute; Sunny Day; Sweet Scent; Swords Dance; Synthesis; Tackle; Take Down; Tera Blast; Toxic; Trailblaze; Venoshock; Vine Whip; Weather Ball; Work Up; Worry Seed
Machoke,067,38,Body Slam; Brick Break; Brutal Swing; Bulk Up; Bulldoze; Bullet Punch; Close Combat; Comet Punch; Detect; Dig; Double-Edge; Drain Punch; Dual Chop; Dynamic Punch; Earthquake; Endure; Facade; Fire Blast; Fire Punch; Fissure; Flamethrower; Focus Blast; Focus Energy; Ice Punch; Knock Off; Leer; Light Screen; Low Sweep; Metronome; Poison Jab; Power-Up Punch; Protect; Rock Slide; Rock Smash; Rock Tomb; Substitute; Thunder Punch; Work Up
Victreebel,071,65,Acid; Acid Spray; Body Slam; Bug Bite; Bullet Seed; Clear Smog; Encore; Endure; Energy Ball; Facade; Gastro Acid; Giga Drain; Giga Impact; Grass Knot; Grassy Glide; Grassy Terrain; Growth; Hyper Beam; Infestation; Ingrain; Knock Off; Leaf Blade; Leaf Storm; Leech Life; Lunge; Magical Leaf; Poison Jab; Poison Powder; Pounce; Power Whip; Protect; Razor Leaf; Reflect; Rest; Scary Face; Seed Bomb; Slam; Sleep Powder; Sleep Talk; Sludge Bomb; Sludge Wave; Solar Beam; Spit Up; Stockpile; Strength Sap; Stun Spore; Substitute; Sucker Punch; Sunny Day; Swallow; Sweet Scent; Swift; Swords Dance; Synthesis; Tera Blast; Thief; Tickle; Toxic; Toxic Spikes; Trailblaze; Venoshock; Vine Whip; Weather Ball; Worry Seed; Wrap
Aerodactyl,142,43,Agility; Ancient Power; Bite; Crunch; Dragon Claw; Dragon Pulse; Dual Wingbeat; Earth Power; Earthquake; Endure; Facade; Fire Blast; Fire Fang; Flamethrower; Fly; Giga Impact; Heat Wave; Hurricane; Hyper Beam; Ice Fang; Iron Head; Iron Tail; Meteor Beam; Ominous Wind; Protect; Psychic Fangs; Roar; Rock Blast; Rock Slide; Rock Tomb; Sky Attack; Stealth Rock; Steel Wing; Stone Edge; Substitute; Supersonic; Swagger; Swift; Take Down; Taunt; Thunder Fang; Whirlwind; Wing Attack
Meganium,154,73,Ancient Power; Body Press; Body Slam; Bulldoze; Bullet Seed; Charm; Counter; Curse; Dazzling Gleam; Disarming Voice; Double Team; Double-Edge; Dragon Tail; Earth Power; Earthquake; Encore; Endeavor; Endure; Energy Ball; Facade; Fake Tears; Flail; Frenzy Plant; Giga Drain; Giga Impact; Grass Knot; Grass Pledge; Grassy Glide; Grassy Terrain; Growl; Headbutt; Heal Pulse; Helping Hand; Hyper Beam; Ingrain; Iron Tail; Knock Off; Leaf Blade; Leaf Storm; Leafage; Leech Seed; Light Screen; Magical Leaf; Mud-Slap; Outrage; Petal Blizzard; Petal Dance; Poison Powder; Protect; Razor Leaf; Reflect; Rest; Rock Smash; Safeguard; Seed Bomb; Sleep Talk; Solar Beam; Solar Blade; Stomping Tantrum; Substitute; Sunny Day; Sweet Scent; Swords Dance; Synthesis; Tackle; Tail Whip; Take Down; Tera Blast; Trailblaze; Vine Whip; Weather Ball; Work Up; Zen Headbutt
Heracross,214,78,Aerial Ace; Arm Thrust; Body Slam; Brick Break; Bug Bite; Bug Buzz; Bulk Up; Bulldoze; Bullet Seed; Circle Throw; Close Combat; Coaching; Counter; Curse; Detect; Dig; Double-Edge; Earthquake; Endeavor; Endure; Facade; False Swipe; Feint; Flail; Fling; Focus Blast; Focus Punch; Fury Attack; Giga Impact; Harden; Headbutt; Helping Hand; High Horsepower; Horn Attack; Hyper Beam; Iron Defense; Knock Off; Leer; Low Kick; Lunge; Megahorn; Mud Shot; Night Slash; Outrage; Pin Missile; Pounce; Protect; Rain Dance; Rest; Reversal; Rock Blast; Rock Slide; Rock Smash; Rock Tomb; Seismic Toss; Shadow Claw; Silver Wind; Skitter Smack; Skull Bash; Sleep Talk; Smack Down; Smart Strike; Spikes; Stone Edge; Struggle Bug; Substitute; Sunny Day; Swords Dance; Tackle; Take Down; Tera Blast; Thief; Thrash; Throat Chop; Trailblaze; Upper Hand; Vacuum Wave; Work Up
Blaziken,257,89,Acrobatics; Aerial Ace; Agility; Aura Sphere; Baton Pass; Blast Burn; Blaze Kick; Body Slam; Bounce; Brave Bird; Brick Break; Bulk Up; Bulldoze; Circle Throw; Close Combat; Coaching; Comet Punch; Counter; Crush Claw; Curse; Detect; Dig; Double Kick; Double-Edge; Drain Punch; Dual Chop; Earthquake; Ember; Endure; Facade; Feather Dance; Feint; Fire Blast; Fire Pledge; Fire Punch; Fire Spin; Flame Charge; Flamethrower; Flare Blitz; Fling; Focus Blast; Focus Energy; Focus Punch; Giga Impact; Growl; Heat Crash; Heat Wave; Helping Hand; Hyper Beam; Knock Off; Last Resort; Low Kick; Low Sweep; Mud-Slap; Night Slash; Overheat; Peck; Poison Jab; Power-Up Punch; Protect; Quick Attack; Rest; Reversal; Roar; Rock Slide; Rock Tomb; Sand Attack; Scorching Sands; Scratch; Shadow Claw; Slash; Sleep Talk; Solar Beam; Stone Edge; Substitute; Sunny Day; Swift; Swords Dance; Take Down; Temper Flare; Tera Blast; Thief; Thunder Punch; U-turn; Upper Hand; Uproar; Vacuum Wave; Will-O-Wisp; Work Up
Grumpig,326,93,Amnesia; Belch; Body Press; Body Slam; Bounce; Brick Break; Bulldoze; Calm Mind; Charge Beam; Chilling Water; Confuse Ray; Confusion; Dazzling Gleam; Dig; Drain Punch; Dream Eater; Earth Power; Encore; Endeavor; Endure; Energy Ball; Expanding Force; Extrasensory; Facade; Fire Punch; Flash Cannon; Fling; Focus Blast; Focus Punch; Future Sight; Giga Impact; Grass Knot; Growl; Heal Block; Helping Hand; Hyper Beam; Hyper Voice; Hypnosis; Ice Punch; Icy Wind; Imprison; Light Screen; Low Kick; Low Sweep; Lunge; Metronome; Mirror Coat; Mud Shot; Mud-Slap; Nasty Plot; Night Shade; Ominous Wind; Pay Day; Payback; Power Gem; Protect; Psybeam; Psych Up; Psychic; Psychic Noise; Psychic Terrain; Psyshock; Rain Dance; Reflect; Rest; Seed Bomb; Shadow Ball; Shadow Punch; Simple Beam; Skill Swap; Sleep Talk; Snarl; Snore; Snowscape; Splash; Stomping Tantrum; Stored Power; Substitute; Sunny Day; Swift; Take Down; Taunt; Teeter Dance; Tera Blast; Thief; Thunder Punch; Thunder Wave; Trailblaze; Trick; Trick Room; Uproar; Whirlwind; Zen Headbutt
Glalie,362,59,Astonish; Avalanche; Bite; Blizzard; Block; Body Slam; Bulldoze; Chilling Water; Crunch; Dark Pulse; Disable; Double Team; Earthquake; Endure; Explosion; Facade; Fake Tears; Foul Play; Freeze-Dry; Frost Breath; Giga Impact; Gyro Ball; Headbutt; Helping Hand; Hex; Hyper Beam; Ice Beam; Ice Fang; Ice Shard; Ice Spinner; Icicle Crash; Icicle Spear; Icy Wind; Iron Head; Leer; Light Screen; Ominous Wind; Powder Snow; Protect; Rain Dance; Rest; Rollout; Scary Face; Self-Destruct; Shadow Ball; Sheer Cold; Skull Bash; Sleep Talk; Snowscape; Spikes; Spite; Substitute; Switcheroo; Take Down; Taunt; Tera Blast; Trailblaze; Water Pulse; Weather Ball
Metagross,376,79,Aerial Ace; Agility; Body Press; Body Slam; Brick Break; Brutal Swing; Bulldoze; Bullet Punch; Comet Punch; Confusion; Double-Edge; Earthquake; Endure; Expanding Force; Explosion; Facade; Flash Cannon; Focus Punch; Future Sight; Giga Impact; Grass Knot; Gravity; Gyro Ball; Hammer Arm; Hard Press; Headbutt; Heavy Slam; Hone Claws; Hyper Beam; Ice Punch; Icy Wind; Iron Defense; Iron Head; Knock Off; Light Screen; Magnet Bomb; Magnet Rise; Metal Claw; Meteor Beam; Meteor Mash; Mud-Slap; Power-Up Punch; Power-up Punch; Protect; Psych Up; Psychic; Psychic Fangs; Psychic Noise; Psycho Cut; Psyshock; Rain Dance; Reflect; Rest; Rock Slide; Rock Tomb; Sandstorm; Scary Face; Self-Destruct; Shadow Ball; Shadow Claw; Shadow Punch; Skull Bash; Sleep Talk; Sludge Bomb; Stealth Rock; Steel Beam; Stomping Tantrum; Stone Edge; Substitute; Sunny Day; Swagger; Swift; Tackle; Take Down; Tera Blast; Thunder Punch; Trailblaze; Trick; Zen Headbutt
Latias,380,84,Aerial Ace; Agility; Air Cutter; Air Slash; Alluring Voice; Aura Sphere; Baton Pass; Body Slam; Breaking Swipe; Bulldoze; Calm Mind; Charge Beam; Charm; Chilling Water; Confusion; Disarming Voice; Double-Edge; Draco Meteor; Dragon Breath; Dragon Cheer; Dragon Claw; Dragon Dance; Dragon Pulse; Draining Kiss; Dream Eater; Dual Wingbeat; Earthquake; Endure; Energy Ball; Facade; Fly; Future Sight; Giga Impact; Grass Knot; Guard Split; Heal Pulse; Healing Wish; Helping Hand; Hyper Beam; Ice Beam; Icy Wind; Light Screen; Liquidation; Mist Ball; Mystical Fire; Outrage; Protect; Psybeam; Psych Up; Psychic; Psyshock; Rain Dance; Razor Wind; Recover; Reflect; Reflect Type; Rest; Roar; Safeguard; Sandstorm; Scale Shot; Shadow Ball; Shadow Claw; Sleep Talk; Solar Beam; Stored Power; Substitute; Sunny Day; Surf; Swift; Tailwind; Take Down; Tera Blast; Thunder; Thunder Wave; Thunderbolt; Tri Attack; Trick; Water Pulse; Waterfall; Weather Ball; Whirlpool; Wish; Zen Headbutt
