Pokemon,Dex_Number,Move
Volcanion,721,Sludge Bomb
Volcanion,721,Sludge Wave
Volcanion,721,Smack Down
Volcanion,721,Solar Beam
Volcanion,721,Steam Eruption
Volcanion,721,Stomp
Volcanion,721,Stomping Tantrum
Volcanion,721,Stone Edge
Volcanion,721,Substitute
Volcanion,721,Sunny Day
Volcanion,721,Take Down
Volcanion,721,Taunt
Volcanion,721,Tera Blast
Volcanion,721,Thunder Fang
Volcanion,721,Water Gun
Volcanion,721,Water Pulse
Volcanion,721,Weather Ball
Volcanion,721,Wild Charge
Volcanion,721,Will-O-Wisp
Magearna,801,Agility
Magearna,801,Aura Sphere
Magearna,801,Aurora Beam
Magearna,801,Baton Pass
Magearna,801,Body Slam
Magearna,801,Brick Break
Magearna,801,Calm Mind
Magearna,801,Charge Beam
Magearna,801,Confuse Ray
Magearna,801,Dazzling Gleam
Magearna,801,Defense Curl
Magearna,801,Disarming Voice
Magearna,801,Draining Kiss
Magearna,801,Eerie Impulse
Magearna,801,Electro Ball
Magearna,801,Electroweb
Magearna,801,Encore
Magearna,801,Endure
Magearna,801,Energy Ball
Magearna,801,Facade
Magearna,801,False Swipe
Magearna,801,Flash Cannon
Magearna,801,Fleur Cannon
Magearna,801,Focus Blast
Magearna,801,Giga Impact
Magearna,801,Grass Knot
Magearna,801,Gravity
Magearna,801,Gyro Ball
Magearna,801,Heavy Slam
Magearna,801,Helping Hand
Magearna,801,Hyper Beam
Magearna,801,Ice Beam
Magearna,801,Ice Spinner
Magearna,801,Imprison
Magearna,801,Iron Defense
Magearna,801,Iron Head
Magearna,801,Light Screen
Magearna,801,Lock-On
Magearna,801,Magnet Bomb
Magearna,801,Magnetic Flux
Magearna,801,Metal Sound
Magearna,801,Misty Explosion
Magearna,801,Misty Terrain
Magearna,801,Pain Split
Magearna,801,Petal Dance
Magearna,801,Play Rough
Magearna,801,Power Gem
Magearna,801,Protect
Magearna,801,Psybeam
Magearna,801,Psychic
Magearna,801,Psyshock
Magearna,801,Reflect
Magearna,801,Rest
Magearna,801,Rollout
Magearna,801,Self-Destruct
Magearna,801,Shadow Ball
Magearna,801,Shift Gear
Magearna,801,Skill Swap
Magearna,801,Skull Bash
Magearna,801,Sleep Talk
Magearna,801,Snowscape
Magearna,801,Solar Beam
Magearna,801,Solar Blade
Magearna,801,Spikes
Magearna,801,Steel Beam
Magearna,801,Stored Power
Magearna,801,Substitute
Magearna,801,Sunny Day
Magearna,801,Swift
Magearna,801,Take Down
Magearna,801,Tera Blast
Magearna,801,Thunder Wave
Magearna,801,Thunderbolt
Magearna,801,Tri Attack
Magearna,801,Trick
Magearna,801,Trick Room
Magearna,801,Vacuum Wave
Magearna,801,Volt Switch
Magearna,801,Zap Cannon
Magearna,801,Zen Headbutt
Grapploct,853,Body Slam
Grapploct,853,Brick Break
Grapploct,853,Bulk Up
Grapploct,853,Bullet Punch
Grapploct,853,Chilling Water
Grapploct,853,Circle Throw
Grapploct,853,Close Combat
Grapploct,853,Comet Punch
Grapploct,853,Detect
Grapploct,853,Dig
Grapploct,853,Double Hit
Grapploct,853,Drain Punch
Grapploct,853,Dual Chop
Grapploct,853,Endure
Grapploct,853,Facade
Grapploct,853,Focus Blast
Grapploct,853,Giga Impact
Grapploct,853,Hydro Pump
Grapploct,853,Hyper Beam
Grapploct,853,Ice Punch
Grapploct,853,Knock Off
Grapploct,853,Leer
Grapploct,853,Liquidation
Grapploct,853,Mach Punch
Grapploct,853,Mud Shot
Grapploct,853,Muddy Water
Grapploct,853,Octolock
Grapploct,853,Power-Up Punch
Grapploct,853,Protect
Grapploct,853,Rock Smash
Grapploct,853,Storm Throw
Grapploct,853,Substitute
Grapploct,853,Surf
Grapploct,853,Taunt
Grapploct,853,Topsy-Turvy
Grapploct,853,Vacuum Wave
Grapploct,853,Waterfall
Grapploct,853,Whirlpool
Grapploct,853,Work Up
Mr. Rime,866,Blizzard
Mr. Rime,866,Body Slam
Mr. Rime,866,Brick Break
Mr. Rime,866,Calm Mind
Mr. Rime,866,Charge Beam
Mr. Rime,866,Charm
Mr. Rime,866,Chilling Water
Mr. Rime,866,Comet Punch
Mr. Rime,866,Confuse Ray
Mr. Rime,866,Confusion
Mr. Rime,866,Dazzling Gleam
Mr. Rime,866,Drain Punch
Mr. Rime,866,Dream Eater
Mr. Rime,866,Endure
Mr. Rime,866,Energy Ball
Mr. Rime,866,Facade
Mr. Rime,866,Fake Out
Mr. Rime,866,Fake Tears
Mr. Rime,866,First Impression
Mr. Rime,866,Focus Blast
Mr. Rime,866,Freeze-Dry
Mr. Rime,866,Frost Breath
Mr. Rime,866,Future Sight
Mr. Rime,866,Giga Impact
Mr. Rime,866,Haze
Mr. Rime,866,Headbutt
Mr. Rime,866,Heal Block
Mr. Rime,866,Hyper Beam
Mr. Rime,866,Hypnosis
Mr. Rime,866,Ice Beam
Mr. Rime,866,Ice Punch
Mr. Rime,866,Ice Shard
Mr. Rime,866,Icicle Spear
Mr. Rime,866,Icy Wind
Mr. Rime,866,Infestation
Mr. Rime,866,Iron Defense
Mr. Rime,866,Light Screen
Mr. Rime,866,Magnet Bomb
Mr. Rime,866,Metronome
Mr. Rime,866,Mimic
Mr. Rime,866,Mist
Mr. Rime,866,Nasty Plot
Mr. Rime,866,Protect
Mr. Rime,866,Psybeam
Mr. Rime,866,Psychic
Mr. Rime,866,Psyshock
Mr. Rime,866,Reflect
Mr. Rime,866,Safeguard
Mr. Rime,866,Shadow Ball
Mr. Rime,866,Sheer Cold
Mr. Rime,866,Smokescreen
Mr. Rime,866,Solar Beam
Mr. Rime,866,Stealth Rock
Mr. Rime,866,Substitute
Mr. Rime,866,Swagger
Mr. Rime,866,Tackle
Mr. Rime,866,Taunt
Mr. Rime,866,Thunder
Mr. Rime,866,Thunder Punch
Mr. Rime,866,Thunder Wave
Mr. Rime,866,Thunderbolt
Mr. Rime,866,Torment
Mr. Rime,866,Triple Axel
Mr. Rime,866,Zen Headbutt
Mabosstiff,943,Bite
Mabosstiff,943,Body Slam
Mabosstiff,943,Bounce
Mabosstiff,943,Charm
Mabosstiff,943,Comeuppance
Mabosstiff,943,Crunch
Mabosstiff,943,Curse
Mabosstiff,943,Dark Pulse
Mabosstiff,943,Destiny Bond
Mabosstiff,943,Dig
Mabosstiff,943,Double-Edge
Mabosstiff,943,Endeavor
Mabosstiff,943,Endure
Mabosstiff,943,Facade
Mabosstiff,943,Fake Tears
Mabosstiff,943,Fire Fang
Mabosstiff,943,Focus Energy
Mabosstiff,943,Giga Impact
Mabosstiff,943,Headbutt
Mabosstiff,943,Helping Hand
Mabosstiff,943,Hone Claws
Mabosstiff,943,Hyper Beam
Mabosstiff,943,Hyper Voice
Mabosstiff,943,Ice Fang
Mabosstiff,943,Jaw Lock
Mabosstiff,943,Knock Off
Mabosstiff,943,Lash Out
Mabosstiff,943,Leer
Mabosstiff,943,Lick
Mabosstiff,943,Lunge
Mabosstiff,943,Outrage
Mabosstiff,943,Pain Split
Mabosstiff,943,Payback
Mabosstiff,943,Play Rough
Mabosstiff,943,Protect
Mabosstiff,943,Psychic Fangs
Mabosstiff,943,Rain Dance
Mabosstiff,943,Rest
Mabosstiff,943,Retaliate
Mabosstiff,943,Reversal
Mabosstiff,943,Roar
Mabosstiff,943,Rock Smash
Mabosstiff,943,Scary Face
Mabosstiff,943,Seed Bomb
Mabosstiff,943,Skull Bash
Mabosstiff,943,Sleep Talk
Mabosstiff,943,Snarl
Mabosstiff,943,Spite
Mabosstiff,943,Substitute
Mabosstiff,943,Sunny Day
Mabosstiff,943,Swagger
Mabosstiff,943,Tackle
Mabosstiff,943,Take Down
Mabosstiff,943,Taunt
Mabosstiff,943,Tera Blast
Mabosstiff,943,Thief
Mabosstiff,943,Thunder Fang
Mabosstiff,943,Trailblaze
Mabosstiff,943,Wild Charge
Blastoise,009,Aqua Jet
Blastoise,009,Aqua Ring
Blastoise,009,Aqua Tail
Blastoise,009,Aura Sphere
Blastoise,009,Avalanche
Blastoise,009,Bite
Blastoise,009,Blizzard
Blastoise,009,Body Press
Blastoise,009,Body Slam
Blastoise,009,Brick Break
Blastoise,009,Bubble Beam
Blastoise,009,Chilling Water
Blastoise,009,Crunch
Blastoise,009,Dark Pulse
Blastoise,009,Dig
Blastoise,009,Double-Edge
Blastoise,009,Dragon Pulse
Blastoise,009,Earthquake
Blastoise,009,Endure
Blastoise,009,Facade
Blastoise,009,Fake Out
Blastoise,009,False Swipe
Blastoise,009,Flail
Blastoise,009,Flash Cannon
Blastoise,009,Fling
Blastoise,009,Flip Turn
Blastoise,009,Focus Blast
Blastoise,009,Focus Punch
Blastoise,009,Giga Impact
Blastoise,009,Gyro Ball
Blastoise,009,Haze
Blastoise,009,Headbutt
Blastoise,009,Helping Hand
Blastoise,009,Hydro Cannon
Blastoise,009,Hydro Pump
Blastoise,009,Hyper Beam
Blastoise,009,Ice Beam
Blastoise,009,Ice Punch
Blastoise,009,Ice Spinner
Blastoise,009,Icy Wind
Blastoise,009,Iron Defense
Blastoise,009,Iron Head
Blastoise,009,Iron Tail
Blastoise,009,Life Dew
Blastoise,009,Liquidation
Blastoise,009,Mirror Coat
Blastoise,009,Mist
Blastoise,009,Mud Shot
Blastoise,009,Muddy Water
Blastoise,009,Outrage
Blastoise,009,Protect
Blastoise,009,Rain Dance
Blastoise,009,Rapid Spin
Blastoise,009,Rest
Blastoise,009,Roar
Blastoise,009,Rock Slide
Blastoise,009,Rock Tomb
Blastoise,009,Scald
Blastoise,009,Scary Face
Blastoise,009,Shell Smash
Blastoise,009,Skull Bash
Blastoise,009,Sleep Talk
Blastoise,009,Smack Down
Blastoise,009,Substitute
Blastoise,009,Surf
Blastoise,009,Tackle
Blastoise,009,Tail Whip
Blastoise,009,Take Down
Blastoise,009,Tera Blast
Blastoise,009,Water Gun
Blastoise,009,Water Pledge
Blastoise,009,Water Pulse
Blastoise,009,Water Spout
Blastoise,009,Waterfall
Blastoise,009,Wave Crash
Blastoise,009,Weather Ball
Blastoise,009,Whirlpool
Blastoise,009,Withdraw
Blastoise,009,Work Up
Blastoise,009,Yawn
Blastoise,009,Zen Headbutt
Charizard,006,Acrobatics
Charizard,006,Aerial Ace
Charizard,006,Air Cutter
Charizard,006,Air Slash
Charizard,006,Ancient Power
Charizard,006,Belly Drum
Charizard,006,Bite
Charizard,006,Blast Burn
Charizard,006,Blaze Kick
Charizard,006,Body Slam
Charizard,006,Breaking Swipe
Charizard,006,Brick Break
Charizard,006,Bulldoze
Charizard,006,Counter
Charizard,006,Crunch
Charizard,006,Dig
Charizard,006,Double-Edge
Charizard,006,Dragon Breath
Charizard,006,Dragon Cheer
Charizard,006,Dragon Claw
Charizard,006,Dragon Dance
Charizard,006,Dragon Pulse
Charizard,006,Dragon Rush
Charizard,006,Dragon Tail
Charizard,006,Dual Wingbeat
Charizard,006,Earthquake
Charizard,006,Ember
Charizard,006,Endure
Charizard,006,Facade
Charizard,006,False Swipe
Charizard,006,Fire Blast
Charizard,006,Fire Fang
Charizard,006,Fire Pledge
Charizard,006,Fire Punch
Charizard,006,Fire Spin
Charizard,006,Fissure
Charizard,006,Flame Charge
Charizard,006,Flamethrower
Charizard,006,Flare Blitz
Charizard,006,Fling
Charizard,006,Fly
Charizard,006,Focus Blast
Charizard,006,Focus Punch
Charizard,006,Giga Impact
Charizard,006,Growl
Charizard,006,Heat Crash
Charizard,006,Heat Wave
Charizard,006,Helping Hand
Charizard,006,Hurricane
Charizard,006,Hyper Beam
Charizard,006,Inferno
Charizard,006,Iron Tail
Charizard,006,Metal Claw
Charizard,006,Ominous Wind
Charizard,006,Outrage
Charizard,006,Overheat
Charizard,006,Protect
Charizard,006,Rest
Charizard,006,Roar
Charizard,006,Rock Slide
Charizard,006,Rock Tomb
Charizard,006,Sandstorm
Charizard,006,Scale Shot
Charizard,006,Scary Face
Charizard,006,Scorching Sands
Charizard,006,Scratch
Charizard,006,Shadow Claw
Charizard,006,Skull Bash
Charizard,006,Slash
Charizard,006,Sleep Talk
Charizard,006,Smokescreen
Charizard,006,Solar Beam
Charizard,006,Substitute
Charizard,006,Sunny Day
Charizard,006,Swift
Charizard,006,Swords Dance
Charizard,006,Tackle
Charizard,006,Take Down
Charizard,006,Temper Flare
Charizard,006,Tera Blast
Charizard,006,Thunder Punch
Charizard,006,Weather Ball
Charizard,006,Will-O-Wisp
Talonflame,663,Acrobatics
Talonflame,663,Aerial Ace
Talonflame,663,Agility
Talonflame,663,Air Cutter
Talonflame,663,Air Slash
Talonflame,663,Blaze Kick
Talonflame,663,Brave Bird
Talonflame,663,Bulk Up
Talonflame,663,Defog
Talonflame,663,Double Team
Talonflame,663,Double-Edge
Talonflame,663,Dual Wingbeat
Talonflame,663,Ember
Talonflame,663,Endure
Talonflame,663,Facade
Talonflame,663,Feather Dance
Talonflame,663,Feint
Talonflame,663,Fire Blast
Talonflame,663,Fire Spin
Talonflame,663,Flail
Talonflame,663,Flame Charge
Talonflame,663,Flame Wheel
Talonflame,663,Flamethrower
Talonflame,663,Flare Blitz
Talonflame,663,Fly
Talonflame,663,Giga Impact
Talonflame,663,Growl
Talonflame,663,Heat Wave
Talonflame,663,Hurricane
Talonflame,663,Hyper Beam
Talonflame,663,Overheat
Talonflame,663,Peck
Talonflame,663,Protect
Talonflame,663,Quick Attack
Talonflame,663,Quick Guard
Talonflame,663,Rain Dance
Talonflame,663,Rest
Talonflame,663,Roost
Talonflame,663,Sky Attack
Talonflame,663,Sleep Talk
Talonflame,663,Solar Beam
Talonflame,663,Steel Wing
Talonflame,663,Substitute
Talonflame,663,Sunny Day
Talonflame,663,Swift
Talonflame,663,Swords Dance
Talonflame,663,Tailwind
Talonflame,663,Take Down
Talonflame,663,Taunt
Talonflame,663,Temper Flare
Talonflame,663,Tera Blast
Talonflame,663,Thief
Talonflame,663,U-turn
Talonflame,663,Upper Hand
Talonflame,663,Vacuum Wave
Talonflame,663,Whirlwind
Talonflame,663,Will-O-Wisp
Talonflame,663,Wing Attack
Florges,671,Alluring Voice
Florges,671,Baton Pass
Florges,671,Calm Mind
Florges,671,Celebrate
Florges,671,Charm
Florges,671,Chilling Water
Florges,671,Copycat
Florges,671,Dazzling Gleam
Florges,671,Disarming Voice
Florges,671,Double Team
Florges,671,Draining Kiss
Florges,671,Endeavor
Florges,671,Endure
Florges,671,Energy Ball
Florges,671,Facade
Florges,671,Fairy Wind
Florges,671,Giga Drain
Florges,671,Giga Impact
Florges,671,Grass Knot
Florges,671,Grassy Terrain
Florges,671,Helping Hand
Florges,671,Hyper Beam
Florges,671,Light Screen
Florges,671,Magical Leaf
Florges,671,Metronome
Florges,671,Misty Explosion
Florges,671,Misty Terrain
Florges,671,Moonblast
Florges,671,Ominous Wind
Florges,671,Petal Blizzard
Florges,671,Petal Dance
Florges,671,Pollen Puff
Florges,671,Protect
Florges,671,Psychic
Florges,671,Psychic Noise
Florges,671,Rain Dance
Florges,671,Razor Leaf
Florges,671,Rest
Florges,671,Safeguard
Florges,671,Seed Bomb
Florges,671,Silver Wind
Florges,671,Skill Swap
Florges,671,Sleep Talk
Florges,671,Solar Beam
Florges,671,Solar Blade
Florges,671,Stored Power
Florges,671,Substitute
Florges,671,Sunny Day
Florges,671,Swift
Florges,671,Synthesis
Florges,671,Tackle
Florges,671,Tearful Look
Florges,671,Tera Blast
Florges,671,Trailblaze
Florges,671,Trick
Florges,671,Vine Whip
Florges,671,Wish
Spritzee,682,Calm Mind
Spritzee,682,Charm
Spritzee,682,Dazzling Gleam
Spritzee,682,Disarming Voice
Spritzee,682,Draining Kiss
Spritzee,682,Endure
Spritzee,682,Energy Ball
Spritzee,682,Facade
Spritzee,682,Fairy Wind
Spritzee,682,Fake Tears
Spritzee,682,Flash Cannon
Spritzee,682,Heal Block
Spritzee,682,Hypnosis
Spritzee,682,Light Screen
Spritzee,682,Moonblast
Spritzee,682,Nasty Plot
Spritzee,682,Protect
Spritzee,682,Psybeam
Spritzee,682,Psychic
Spritzee,682,Reflect
Spritzee,682,Substitute
Spritzee,682,Thunderbolt
Spritzee,682,Wish
Hawlucha,701,Acrobatics
Hawlucha,701,Aerial Ace
Hawlucha,701,Agility
Hawlucha,701,Air Slash
Hawlucha,701,Baton Pass
Hawlucha,701,Body Press
Hawlucha,701,Body Slam
Hawlucha,701,Bounce
Hawlucha,701,Brave Bird
Hawlucha,701,Brick Break
Hawlucha,701,Bulk Up
Hawlucha,701,Close Combat
Hawlucha,701,Coaching
Hawlucha,701,Comet Punch
Hawlucha,701,Cross Chop
Hawlucha,701,Defog
Hawlucha,701,Detect
Hawlucha,701,Dig
Hawlucha,701,Drain Punch
Hawlucha,701,Dual Chop
Hawlucha,701,Dual Wingbeat
Hawlucha,701,Encore
Hawlucha,701,Endeavor
Hawlucha,701,Endure
Hawlucha,701,Entrainment
Hawlucha,701,Facade
Hawlucha,701,False Swipe
Hawlucha,701,Feather Dance
Hawlucha,701,Feint
Hawlucha,701,Fire Punch
Hawlucha,701,Fling
Hawlucha,701,Fly
Hawlucha,701,Flying Press
Hawlucha,701,Focus Blast
Hawlucha,701,Focus Punch
Hawlucha,701,Giga Impact
Hawlucha,701,Grass Knot
Hawlucha,701,Helping Hand
Hawlucha,701,High Jump Kick
Hawlucha,701,Hone Claws
Hawlucha,701,Hyper Beam
Hawlucha,701,Iron Head
Hawlucha,701,Low Kick
Hawlucha,701,Low Sweep
Hawlucha,701,Lunge
Hawlucha,701,Mean Look
Hawlucha,701,Poison Jab
Hawlucha,701,Protect
Hawlucha,701,Quick Guard
Hawlucha,701,Rain Dance
Hawlucha,701,Rest
Hawlucha,701,Reversal
Hawlucha,701,Rock Slide
Hawlucha,701,Rock Tomb
Hawlucha,701,Roost
Hawlucha,701,Skull Bash
Hawlucha,701,Sky Attack
Hawlucha,701,Sleep Talk
Hawlucha,701,Stone Edge
Hawlucha,701,Substitute
Hawlucha,701,Sunny Day
Hawlucha,701,Swift
Hawlucha,701,Swords Dance
Hawlucha,701,Tackle
Hawlucha,701,Take Down
Hawlucha,701,Taunt
Hawlucha,701,Tera Blast
Hawlucha,701,Thief
Hawlucha,701,Throat Chop
Hawlucha,701,Thunder Punch
Hawlucha,701,Trailblaze
Hawlucha,701,U-turn
Hawlucha,701,Upper Hand
Hawlucha,701,Uproar
Hawlucha,701,Wing Attack
Hawlucha,701,X-Scissor
Hawlucha,701,Zen Headbutt
Drampa,780,Amnesia
Drampa,780,Blizzard
Drampa,780,Body Slam
Drampa,780,Calm Mind
Drampa,780,Charge Beam
Drampa,780,Draco Meteor
Drampa,780,Dragon Breath
Drampa,780,Dragon Claw
Drampa,780,Dragon Pulse
Drampa,780,Dragon Rush
Drampa,780,Earth Power
Drampa,780,Earthquake
Drampa,780,Endure
Drampa,780,Energy Ball
Drampa,780,Facade
Drampa,780,Fire Blast
Drampa,780,Flamethrower
Drampa,780,Fly
Drampa,780,Focus Blast
Drampa,780,Giga Impact
Drampa,780,Glare
Drampa,780,Heat Wave
Drampa,780,Hurricane
Drampa,780,Hydro Pump
Drampa,780,Hyper Beam
Drampa,780,Hyper Voice
Drampa,780,Ice Beam
Drampa,780,Icy Wind
Drampa,780,Leer
Drampa,780,Light Screen
Drampa,780,Outrage
Drampa,780,Play Rough
Drampa,780,Protect
Drampa,780,Razor Wind
Drampa,780,Rock Slide
Drampa,780,Safeguard
Drampa,780,Scale Shot
Drampa,780,Shadow Ball
Drampa,780,Shadow Claw
Drampa,780,Solar Beam
Drampa,780,Substitute
Drampa,780,Surf
Drampa,780,Swift
Drampa,780,Thunder
Drampa,780,Thunder Wave
Drampa,780,Thunderbolt
Drampa,780,Tri Attack
Drampa,780,Twister
Drampa,780,Whirlwind
Drampa,780,Work Up
Amaura,698,Ancient Power
Amaura,698,Blizzard
Amaura,698,Body Slam
Amaura,698,Bulldoze
Amaura,698,Calm Mind
Amaura,698,Dark Pulse
Amaura,698,Earth Power
Amaura,698,Endure
Amaura,698,Facade
Amaura,698,Flash Cannon
Amaura,698,Freeze-Dry
Amaura,698,Growl
Amaura,698,Hyper Beam
Amaura,698,Hyper Voice
Amaura,698,Ice Beam
Amaura,698,Icy Wind
Amaura,698,Iron Defense
Amaura,698,Iron Head
Amaura,698,Light Screen
Amaura,698,Meteor Beam
Amaura,698,Mist
Amaura,698,Outrage
Amaura,698,Protect
Amaura,698,Reflect
Amaura,698,Rock Blast
Amaura,698,Rock Slide
Amaura,698,Rock Throw
Amaura,698,Rock Tomb
Amaura,698,Safeguard
Amaura,698,Stealth Rock
Amaura,698,Stone Edge
Amaura,698,Substitute
Amaura,698,Tackle
Amaura,698,Take Down
Amaura,698,Thunder Wave
Amaura,698,Thunderbolt
Amaura,698,Zen Headbutt
Munna,517,Amnesia
Munna,517,Calm Mind
Munna,517,Charm
Munna,517,Curse
Munna,517,Dazzling Gleam
Munna,517,Double Team
Munna,517,Dream Eater
Munna,517,Endure
Munna,517,Energy Ball
Munna,517,Facade
Munna,517,Future Sight
Munna,517,Heal Block
Munna,517,Hypnosis
Munna,517,Light Screen
Munna,517,Moonblast
Munna,517,Moonlight
Munna,517,Ominous Wind
Munna,517,Protect
Munna,517,Psybeam
Munna,517,Psychic
Munna,517,Psyshock
Munna,517,Reflect
Munna,517,Rock Slide
Munna,517,Rock Tomb
Munna,517,Safeguard
Munna,517,Shadow Ball
Munna,517,Silver Wind
Munna,517,Substitute
Munna,517,Swift
Munna,517,Thunder Wave
Munna,517,Tri Attack
Munna,517,Zen Headbutt
Golbat,042,Absorb
Golbat,042,Aerial Ace
Golbat,042,Agility
Golbat,042,Air Slash
Golbat,042,Bite
Golbat,042,Confuse Ray
Golbat,042,Crunch
Golbat,042,Curse
Golbat,042,Double Team
Golbat,042,Dual Wingbeat
Golbat,042,Endure
Golbat,042,Facade
Golbat,042,Fly
Golbat,042,Giga Drain
Golbat,042,Giga Impact
Golbat,042,Gust
Golbat,042,Haze
Golbat,042,Heat Wave
Golbat,042,Hyper Beam
Golbat,042,Hypnosis
Golbat,042,Leech Life
Golbat,042,Nasty Plot
Golbat,042,Ominous Wind
Golbat,042,Poison Fang
Golbat,042,Protect
Golbat,042,Quick Attack
Golbat,042,Razor Wind
Golbat,042,Screech
Golbat,042,Shadow Ball
Golbat,042,Sky Attack
Golbat,042,Sludge Bomb
Golbat,042,Substitute
Golbat,042,Supersonic
Golbat,042,Swagger
Golbat,042,Swift
Golbat,042,Taunt
Golbat,042,Toxic
Golbat,042,U-turn
Golbat,042,Whirlwind
Golbat,042,Wing Attack
Golbat,042,X-Scissor
Golbat,042,X-scissor
Golbat,042,Zen Headbutt
Steelix,208,Ancient Power
Steelix,208,Body Slam
Steelix,208,Breaking Swipe
Steelix,208,Crunch
Steelix,208,Curse
Steelix,208,Dark Pulse
Steelix,208,Dig
Steelix,208,Double-Edge
Steelix,208,Dragon Breath
Steelix,208,Dragon Pulse
Steelix,208,Earth Power
Steelix,208,Earthquake
Steelix,208,Endure
Steelix,208,Facade
Steelix,208,Fire Fang
Steelix,208,Fissure
Steelix,208,Flash Cannon
Steelix,208,Giga Impact
Steelix,208,Harden
Steelix,208,Head Smash
Steelix,208,Heavy Slam
Steelix,208,Hyper Beam
Steelix,208,Ice Fang
Steelix,208,Iron Defense
Steelix,208,Iron Head
Steelix,208,Iron Tail
Steelix,208,Meteor Beam
Steelix,208,Protect
Steelix,208,Psychic Fangs
Steelix,208,Rock Blast
Steelix,208,Rock Slide
Steelix,208,Rock Throw
Steelix,208,Rock Tomb
Steelix,208,Sand Tomb
Steelix,208,Scorching Sands
Steelix,208,Screech
Steelix,208,Self-Destruct
Steelix,208,Stealth Rock
Steelix,208,Steel Beam
Steelix,208,Stone Edge
Steelix,208,Substitute
Steelix,208,Tackle
Steelix,208,Taunt
Steelix,208,Thunder Fang
Houndoom,229,Beat Up
Houndoom,229,Bite
Houndoom,229,Body Slam
Houndoom,229,Burning Jealousy
Houndoom,229,Comeuppance
Houndoom,229,Counter
Houndoom,229,Crunch
Houndoom,229,Dark Pulse
Houndoom,229,Destiny Bond
Houndoom,229,Double-Edge
Houndoom,229,Dream Eater
Houndoom,229,Ember
Houndoom,229,Endeavor
Houndoom,229,Endure
Houndoom,229,Facade
Houndoom,229,Feint
Houndoom,229,Fire Blast
Houndoom,229,Fire Fang
Houndoom,229,Fire Spin
Houndoom,229,Flame Charge
Houndoom,229,Flamethrower
Houndoom,229,Flare Blitz
Houndoom,229,Foul Play
Houndoom,229,Giga Impact
Houndoom,229,Headbutt
Houndoom,229,Heat Wave
Houndoom,229,Helping Hand
Houndoom,229,Howl
Houndoom,229,Hyper Beam
Houndoom,229,Hyper Voice
Houndoom,229,Incinerate
Houndoom,229,Inferno
Houndoom,229,Lash Out
Houndoom,229,Leer
Houndoom,229,Mud Shot
Houndoom,229,Mud-Slap
Houndoom,229,Nasty Plot
Houndoom,229,Overheat
Houndoom,229,Pain Split
Houndoom,229,Protect
Houndoom,229,Psychic Fangs
Houndoom,229,Rain Dance
Houndoom,229,Rest
Houndoom,229,Reversal
Houndoom,229,Roar
Houndoom,229,Scary Face
Houndoom,229,Shadow Ball
Houndoom,229,Sleep Talk
Houndoom,229,Sludge Bomb
Houndoom,229,Smog
Houndoom,229,Snarl
Houndoom,229,Solar Beam
Houndoom,229,Spite
Houndoom,229,Substitute
Houndoom,229,Sucker Punch
Houndoom,229,Sunny Day
Houndoom,229,Super Fang
Houndoom,229,Swagger
Houndoom,229,Tackle
Houndoom,229,Take Down
Houndoom,229,Taunt
Houndoom,229,Temper Flare
Houndoom,229,Tera Blast
Houndoom,229,Thief
Houndoom,229,Throat Chop
Houndoom,229,Thunder Fang
Houndoom,229,Torment
Houndoom,229,Toxic
Houndoom,229,Trailblaze
Houndoom,229,Will-O-Wisp
Altaria,334,Acrobatics
Altaria,334,Aerial Ace
Altaria,334,Agility
Altaria,334,Alluring Voice
Altaria,334,Astonish
Altaria,334,Body Slam
Altaria,334,Brave Bird
Altaria,334,Breaking Swipe
Altaria,334,Bulldoze
Altaria,334,Cotton Guard
Altaria,334,Dazzling Gleam
Altaria,334,Defog
Altaria,334,Disarming Voice
Altaria,334,Double-Edge
Altaria,334,Draco Meteor
Altaria,334,Dragon Breath
Altaria,334,Dragon Cheer
Altaria,334,Dragon Claw
Altaria,334,Dragon Dance
Altaria,334,Dragon Pulse
Altaria,334,Dragon Rush
Altaria,334,Dream Eater
Altaria,334,Dual Wingbeat
Altaria,334,Earthquake
Altaria,334,Endeavor
Altaria,334,Endure
Altaria,334,Facade
Altaria,334,False Swipe
Altaria,334,Feather Dance
Altaria,334,Fire Blast
Altaria,334,Fire Spin
Altaria,334,Flamethrower
Altaria,334,Fly
Altaria,334,Fury Attack
Altaria,334,Giga Impact
Altaria,334,Growl
Altaria,334,Haze
Altaria,334,Heat Wave
Altaria,334,Helping Hand
Altaria,334,Hurricane
Altaria,334,Hyper Beam
Altaria,334,Hyper Voice
Altaria,334,Ice Beam
Altaria,334,Mist
Altaria,334,Moonblast
Altaria,334,Outrage
Altaria,334,Peck
Altaria,334,Perish Song
Altaria,334,Petal Dance
Altaria,334,Play Rough
Altaria,334,Pluck
Altaria,334,Protect
Altaria,334,Rain Dance
Altaria,334,Rest
Altaria,334,Roar
Altaria,334,Roost
Altaria,334,Round
Altaria,334,Safeguard
Altaria,334,Silver Wind
Altaria,334,Sing
Altaria,334,Sky Attack
Altaria,334,Sleep Talk
Altaria,334,Snowscape
Altaria,334,Solar Beam
Altaria,334,Substitute
Altaria,334,Sunny Day
Altaria,334,Swift
Altaria,334,Tailwind
Altaria,334,Take Down
Altaria,334,Tera Blast
Altaria,334,Thief
Altaria,334,Trailblaze
Altaria,334,Twister
Altaria,334,Weather Ball
Altaria,334,Will-O-Wisp
